zip_code,date,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipcover,snow,snowdepth,windgust,windspeed,pressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,daylight,is_work_day
07030,2022-11-01,66.8,58.8,62.1,66.8,58.8,62.1,56.8,0.8340000000000001,0.154,0.20829999999999999,0.0,0.0,15.7,7.3,1016.2,0.757,7.0,70.6,6.0,0.4,37547,1
07030,2022-11-02,69.5,55.4,61.5,69.5,55.4,61.5,47.0,0.611,0.0,0.0,0.0,0.0,23.0,8.8,1024.4,0.025,9.9,147.9,12.7,0.6,37405,1
07030,2022-11-03,66.8,51.0,58.0,66.8,51.0,58.0,45.6,0.649,0.0,0.0,0.0,0.0,10.3,5.1,1028.4,0.017,9.8,145.6,12.6,0.6,37263,1
07030,2022-11-04,70.3,51.6,60.1,70.3,51.6,60.1,53.4,0.7959999999999999,0.0,0.0,0.0,0.0,18.8,7.5,1027.3,0.19899999999999998,8.3,136.0,11.9,0.6,37124,1
07030,2022-11-05,75.6,63.1,67.9,75.6,63.1,67.9,59.7,0.755,0.0,0.0,0.0,0.0,28.0,9.2,1023.5,0.5329999999999999,9.9,112.3,9.7,0.5,36986,0
07030,2022-11-06,73.8,65.8,69.5,73.8,65.8,69.5,61.6,0.764,0.003,0.0833,0.0,0.0,23.3,7.8,1022.3,0.743,9.9,56.6,5.1,0.3,36849,0
07030,2022-11-07,76.2,56.7,70.0,76.2,56.7,70.0,46.2,0.499,0.005,0.0833,0.0,0.0,26.4,10.3,1022.0,0.261,9.9,139.9,12.2,0.6,36714,1
07030,2022-11-08,57.4,46.7,51.8,57.4,42.8,50.8,24.6,0.358,0.0,0.0,0.0,0.0,27.7,10.9,1033.2,0.028999999999999998,9.9,141.0,12.2,0.6,36579,1
07030,2022-11-09,52.9,39.5,46.7,52.9,35.2,44.5,28.5,0.499,0.0,0.0,0.0,0.0,20.8,12.9,1036.3,0.02,9.9,136.7,11.6,0.6,36447,1
07030,2022-11-10,66.4,46.4,55.7,66.4,45.2,55.6,45.1,0.684,0.0,0.0,0.0,0.0,16.6,7.0,1027.7,0.031,9.9,130.4,11.3,0.5,36317,1
07030,2022-11-11,68.0,58.2,63.4,68.0,58.2,63.4,59.6,0.8740000000000001,0.826,0.4167,0.0,0.0,36.5,14.6,1014.4,0.955,7.1,28.5,2.5,0.2,36189,0
