zip_code,ride_id,started_at_date,ride_length
07302,A79FBD0E4816DB90,2022-11-03,27
07302,B70929EFBD789F33,2022-11-14,20
07302,6C5A74032028CA37,2022-11-22,14
07302,2FBEF56299B6A434,2022-11-12,19
07302,2E4E7FFA50E7FA2F,2022-11-02,14
07302,9407E1015FFC5199,2022-11-04,3
07302,9CFA157FB34BC82C,2022-11-07,3
07302,C0B058CD5366EE31,2022-11-18,3
07302,B55837119C9ECDBA,2022-11-22,6
07302,B794078CA8C73B93,2022-11-16,4
07302,FDCF9A391600926E,2022-11-23,2
07302,D48D857D890052B2,2022-11-01,5
07302,2E56991A2F7A9EC4,2022-11-30,4
07302,B340F7399DA09DCB,2022-11-13,4
07302,B2DDFC46E6058E9F,2022-11-01,4
07302,4B71FBFAAB93256F,2022-11-12,3
07302,099A3571AAEB199C,2022-11-29,3
07302,B17BD9CE5D345906,2022-11-16,4
07302,9F3147904AE6626F,2022-11-07,3
07302,CD7CE1926F6B03D0,2022-11-03,5
07302,9E9E4B6E8F7B5337,2022-11-12,3
07302,BD67F0AE5DEFC78C,2022-11-29,5
07302,2AA919B72DA71B92,2022-11-06,5
07302,932CA238C6B953DB,2022-11-04,4
07302,FA95C04668EA6424,2022-11-02,5
07302,CF7E881D424128F9,2022-11-07,54
07302,50CAFDBFD19EFDB2,2022-11-02,6
07302,7E69F63A5DD16D12,2022-11-20,4
07302,5B48B52D484E4790,2022-11-23,4
07302,E83D8075B0FFD7BF,2022-11-08,4
07302,4CC2B752C5C60BC3,2022-11-15,3
07302,98B7C08DCE6DFFDB,2022-11-30,4
07302,1D72D5CD55D62B93,2022-11-22,5
07302,22CA8C0CADBECCD7,2022-11-02,5
07302,B3F88313FC6D85B0,2022-11-02,5
07302,9C95F4DD5BAA2869,2022-11-07,4
07302,57390928DBDDCC29,2022-11-17,2
07302,E98D3723470F4D4F,2022-11-02,18
07302,E0944D156DE26E0B,2022-11-04,3
07302,1BE848C4B341221E,2022-11-17,9
07302,4DB42A393D0A8127,2022-11-05,4
07302,A426F65A13925531,2022-11-16,3
07302,B6AF5B142D321BC7,2022-11-21,7
07302,9CAAFC2813D5C3C1,2022-11-15,2
07302,60E0E183F043764A,2022-11-28,3
07302,E8F8A5D3F29983F7,2022-11-29,4
07302,A5091BE61C81BFE9,2022-11-19,5
07302,B9F08C5A5195D389,2022-11-06,6
07302,244F362F71BBE563,2022-11-07,4
07302,329BD98A881C6EE9,2022-11-17,5
07302,4D619A89E815DF32,2022-11-30,4
07302,6987726AB71C187E,2022-11-05,5
07302,49EA395876206A4B,2022-11-02,7
07302,80B274B096B90531,2022-11-27,5
07302,8D6052DF83D02A1B,2022-11-19,4
07302,64EBF572CE887E82,2022-11-16,4
07302,426C8C42120C8F87,2022-11-15,5
07302,4C7619883C83ADD1,2022-11-10,3
