date,total_length,number_of_rides,zip_code,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipcover,snow,snowdepth,windgust,windspeed,pressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,daylight,is_work_day
2023-02-01,425.0,62.0,07030,38.3,27.5,32.4,32.9,18.9,26.3,14.9,0.504,0.014,0.0833,0.2,0.0,13.9,9.1,1024.2,0.509,9.4,130.2,11.1,0.6,36426,1
2023-01-13,484.0,54.0,07030,55.8,38.6,49.0,55.8,31.4,46.3,41.6,0.763,0.141,0.2082999999999999,0.0,0.0,36.9,13.8,1002.2,0.866,9.3,26.5,2.1,0.2,34311,1
2023-03-27,265.0,35.0,07310,57.9,44.8,50.7,57.9,39.0,49.2,29.2,0.47,0.088,0.1667,0.0,0.0,20.8,12.7,1016.1,0.421,9.7,173.8,15.1,0.8,44840,1
2023-09-11,1108.0,110.0,07030,80.8,70.6,74.4,83.9,70.6,74.8,70.1,0.868,0.942,0.4167,0.0,0.0,25.3,8.0,1015.8,0.809,7.1,121.7,10.4,0.7,45584,1
2023-07-29,2970.0,136.0,07030,88.5,75.0,81.7,93.7,75.0,84.0,69.4,0.67,0.036,0.0833,0.0,0.0,32.2,11.4,1008.8,0.34,9.8,261.2,22.7,0.8,51917,0
2023-03-11,325.0,35.0,07310,44.5,36.5,40.6,40.5,31.2,35.5,34.3,0.792,0.147,0.5,0.0,0.0,25.3,11.5,1008.2,0.972,9.2,64.8,5.7,0.4,42229,0
2023-06-12,789.0,68.0,07310,75.4,66.6,70.7,75.4,66.6,70.7,62.9,0.768,0.121,0.2917,0.0,0.0,35.6,13.3,1007.3,0.595,8.0,158.9,13.7,0.6,54197,1
2023-01-17,494.0,67.0,07030,46.7,34.2,41.4,46.7,30.2,39.2,15.4,0.35,0.0,0.0,0.0,0.0,18.3,8.1,1005.9,0.602,9.9,49.8,4.3,0.2,34678,1
2023-02-12,186.0,26.0,07302,46.5,36.3,41.4,46.5,32.3,38.4,24.8,0.521,0.006,0.0417,0.0,0.0,19.2,13.9,1018.0,0.299,9.9,69.9,6.0,0.3,37979,0
2023-08-22,482.0,60.0,07302,80.1,69.5,75.2,80.1,69.5,75.2,56.6,0.529,0.0,0.0,0.0,0.0,25.3,14.8,1018.3,0.3879999999999999,9.9,0.0,0.0,0.0,48676,1
2023-06-07,628.0,59.0,07310,71.1,58.7,64.9,71.1,58.7,64.9,43.0,0.456,0.0,0.0,0.0,0.0,29.9,8.8,1003.8,0.336,3.7,164.2,14.2,0.6,53989,1
